H number,Name,Description,Category,Gene,Pathogen,Env factor,Carcinogen,Marker,Drug,Comment,Other DBs,Reference,DB REF,Code_1,Code_2,Code_3,Code_4,Code_5,Code_6,Code_7,Code_8,Code_9,Code_10,Code_11,Code_12,Code_13,Code_14,Code_15,Code_16,Code_17,Code_18,Code_19,Code_20,Code_21,Code_22,Code_23,Code_24,Code_25,Code_26,Code_27,Code_28,Code_29,Code_30
H01307,Nonsyndromic congenital nail disorder (NDNC),"Nonsyndromic congenital nail disorder is rare and has been reported in only a small number of families. There is variable expression of nail phenotypes among individuals. It have identified that mutations in the RSPO4 and FZD6, components of the Wnt pathway, cause the hypoplastic nail disorders. Hereditary leukonychia is caused by mutations in PLCD1. Defects in COL7A1 can cause heterogeneous clinical phenotypes extending from simple toe nail dystrophy without skin fragility to typical dominant dystrophic epidermolysis bullosa.",Developmental disorder,"PLCD1 [HSA:5333] [KO:K05857]
RSPO4 [HSA:343637]
COL7A1 [HSA:1294] [KO:K16628]
FZD6 [HSA:8323] [KO:K02376]",,,,,,"Defects in RSPO4 are the cause of Anonychia congenita. [DS:H00683]
Dominant dystrophic epidermolysis bullosa is described in H00587. [DS:H00587]","ICD-10: L60.3
OMIM: 161050 151600 206800 607523 614157 161200","PMID:22211385
  AUTHORS   Naz G, Pasternack SM, Perrin C, Mattheisen M, Refke M, Khan S, Gul A, Simons M, Ahmad W, Betz RC
  TITLE     FZD6 encoding the Wnt receptor frizzled 6 is mutated in autosomal-recessive nail dysplasia.
  JOURNAL   Br J Dermatol 166:1088-94 (2012)
DOI:10.1111/j.1365-2133.2011.10800.x

PMID:21665001
  AUTHORS   Kiuru M, Kurban M, Itoh M, Petukhova L, Shimomura Y, Wajid M, Christiano AM
  TITLE     Hereditary leukonychia, or porcelain nails, resulting from mutations in PLCD1.
  JOURNAL   Am J Hum Genet 88:839-44 (2011)
DOI:10.1016/j.ajhg.2011.05.014

PMID:17041604
  AUTHORS   Blaydon DC, Ishii Y, O'Toole EA, Unsworth HC, Teh MT, Ruschendorf F, Sinclair C, Hopsu-Havu VK, Tidman N, Moss C, Watson R, de Berker D, Wajid M, Christiano AM, Kelsell DP
  TITLE     The gene encoding R-spondin 4 (RSPO4), a secreted protein implicated in Wnt signaling, is mutated in inherited anonychia.
  JOURNAL   Nat Genet 38:1245-7 (2006)
DOI:10.1038/ng1883

PMID:15113589
  AUTHORS   Nakamura H, Sawamura D, Goto M, Sato-Matsumura KC, LaDuca J, Lee JY, Masunaga T, Shimizu H
  TITLE     The G2028R glycine substitution mutation in COL7A1 leads to marked inter-familiar clinical heterogeneity in dominant dystrophic epidermolysis bullosa.
  JOURNAL   J Dermatol Sci 34:195-200 (2004)
DOI:10.1016/j.jdermsci.2004.02.005",OMIM,161050,151600,206800,607523,614157,161200,,,,,,,,,,,,,,,,,,,,,,,,
H00535,"Lymphedemas, including:
Lymphedema, hereditary I;
Lymphedema-distichiasis syndrome;
Hypotrichosis-lymphedema-telangiectasia syndrome (HLTS);
Hennekam syndrome","Lymphoedemas are developmental disorders characterized by chronic lesions of the extremities due to insufficient lymphatic drainage. The dilated lymphatic channels that are not connected to the lymphatic vessels cause these edemas. LD patients develop extra eyelashes, Hypotrichosis-lymphedema-telangiectasia syndrome (HLTS) is associated with sparse hair and cutaneous telangiectasias, and Hennekam lymphangiectasia-lymphedema syndrome (HLLS) patients have unusual facies and severe mental retardation, in addition to the lymphoedemas.",Developmental disorder,"(hereditary I) FLT4 [HSA:2324] [KO:K05097]
(LD) FOXC2 [HSA:2303] [KO:K09396]
(HLTS) SOX18 [HSA:54345] [KO:K09270]
(HLLS) CCBE1 [HSA:147372] [KO:K19638]",,,,,,,"ICD-10: Q82.0
OMIM: 153100 153400 607823 235510","PMID:17670762 (description, gene)
  AUTHORS   Brouillard P, Vikkula M
  TITLE     Genetic causes of vascular malformations.
  JOURNAL   Hum Mol Genet 16 Spec No. 2:R140-9 (2007)
DOI:10.1093/hmg/ddm211

PMID:16379592 (description, gene)
  AUTHORS   Wang QK
  TITLE     Update on the molecular genetics of vascular anomalies.
  JOURNAL   Lymphat Res Biol 3:226-33 (2005)
DOI:10.1089/lrb.2005.3.226

PMID:11371511 (gene)
  AUTHORS   Finegold DN, Kimak MA, Lawrence EC, Levinson KL, Cherniske EM, Pober BR, Dunlap JW, Ferrell RE
  TITLE     Truncating mutations in FOXC2 cause multiple lymphedema syndromes.
  JOURNAL   Hum Mol Genet 10:1185-9 (2001)
DOI:10.1093/hmg/10.11.1185

PMID:19935664
  AUTHORS   Alders M, Hogan BM, Gjini E, Salehi F, Al-Gazali L, Hennekam EA, Holmberg EE, Mannens MM, Mulder MF, Offerhaus GJ, Prescott TE, Schroor EJ, Verheij JB, Witte M, Zwijnenburg PJ, Vikkula M, Schulte-Merker S, Hennekam RC
  TITLE     Mutations in CCBE1 cause generalized lymph vessel dysplasia in humans.
  JOURNAL   Nat Genet 41:1272-4 (2009)
DOI:10.1038/ng.484",OMIM,153100,153400,607823,235510,,,,,,,,,,,,,,,,,,,,,,,,,,
H00729,"Sick sinus syndrome (SSS);
Sinus node dysfunction","Sick sinus syndrome (SSS) comprises a variety of conditions involving sinus node dysfunction and commonly affects elderly persons. Patients may experience syncope, pre-syncope, palpitations, or dizziness. SSS has multiple manifestations on electrocardiogram, including sinus bradycardia, sinus arrest, sinoatrial block, and alternating patterns of bradycardia and tachycardia. Autosomal recessive type (SSS1) can be caused by compound heterozygous mutation in the SCN5A gene, and autosomal dominant type (SSS2) can be caused by heterozygous mutation in the HCN4. SCN5A encodes an alpha-subunit of the cardiac sodium channel carrying the current to form a rapid upstroke of action potential, whereas HCN4 codes for an alpha-subunit of hyperpolarization-activated cation channel.",Cardiovascular disease,"(SSS1) SCN5A [HSA:6331] [KO:K04838]
(SSS2) HCN4 [HSA:10021] [KO:K04957]",,,,,Atrial or dual-chamber pacemaker placement,,OMIM: 608567 163800,"PMID:12725451
  AUTHORS   Adan V, Crown LA
  TITLE     Diagnosis and treatment of sick sinus syndrome.
  JOURNAL   Am Fam Physician 67:1725-32 (2003)

PMID:15123648
  AUTHORS   Ueda K, Nakamura K, Hayashi T, Inagaki N, Takahashi M, Arimura T, Morita H, Higashiuesato Y, Hirano Y, Yasunami M, Takishita S, Yamashina A, Ohe T, Sunamori M, Hiraoka M, Kimura A
  TITLE     Functional characterization of a trafficking-defective HCN4 mutation, D553N, associated with cardiac arrhythmia.
  JOURNAL   J Biol Chem 279:27194-8 (2004)
DOI:10.1074/jbc.M311953200",OMIM,608567,163800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00230,Hereditary spherocytosis (SPH),Hereditary spherocytosis is a heterogeneous group of disorders characterized by rounded red cells and chronic hemolysis.,Hematologic disease,"(SPH1) ANK1 [HSA:286] [KO:K10380]
(SPH2) SPTB [HSA:6710] [KO:K06115]
(SPH3) SPTA1 [HSA:6708] [KO:K06114]
(SPH4) SLC4A1 [HSA:6521] [KO:K06573]
(SPH5) EPB42 [HSA:2038]",,,,,Folic acid [DG:DG00176],,"ICD-10: D58.0
OMIM: 182900 182870 270970 109270 612690","PMID:15287938
  AUTHORS   Bolton-Maggs PH, Stevens RF, Dodd NJ, Lamont G, Tittensor P, King MJ
  TITLE     Guidelines for the diagnosis and management of hereditary spherocytosis.
  JOURNAL   Br J Haematol 126:455-74 (2004)
DOI:10.1111/j.1365-2141.2004.05052.x

PMID:15121908
  AUTHORS   Shah S, Vega R
  TITLE     Hereditary spherocytosis.
  JOURNAL   Pediatr Rev 25:168-72 (2004)

PMID:15071790
  AUTHORS   Eber S, Lux SE
  TITLE     Hereditary spherocytosis--defects in proteins that connect the membrane skeleton to the lipid bilayer.
  JOURNAL   Semin Hematol 41:118-41 (2004)
DOI:10.1053/j.seminhematol.2004.01.002",OMIM,182900,182870,270970,109270,612690,,,,,,,,,,,,,,,,,,,,,,,,,
H00520,"Type II collagenopathies, including:
Achondrogenesis II;
Hypochondrogenesis;
SED congenita;
SMED Strudwick type;
Kniest dysplasia;
Spondyloperipheral dysplasia;
Osteoarthritis with mild chondrodysplasia;
Stickler syndrome 1;
Platyspondylic skeletal dysplasia, Torrance type;
Epiphyseal dysplasia, multiple, with myopia and deafness;
Czech dysplasia","Type II collagenopathies are a spectrum of phenotypes which affect the skeletal and visual systems. The severity ranges from perinatal lethality (achondrogenesis II, hypochondrogenesis) to the milder conditions caused by reduced collagen content in cartilage (Kniest dysplasia).",Skeletal dysplasia,COL2A1 [HSA:1280] [KO:K19719],,,,,,,"ICD-10: Q77.8 Q87.8
OMIM: 200610 183900 184250 156550 271700 604864 108300 151210 132450 609162","PMID:12453309 (description)
  AUTHORS   Reginato AM, Olsen BR
  TITLE     The role of structural genes in the pathogenesis of osteoarthritic disorders.
  JOURNAL   Arthritis Res 4:337-45 (2002)
DOI:10.1186/ar595

PMID:8791509 (description, gene)
  AUTHORS   Francomano CA, McIntosh I, Wilkin DJ
  TITLE     Bone dysplasias in man: molecular insights.
  JOURNAL   Curr Opin Genet Dev 6:301-8 (1996)
DOI:10.1016/S0959-437X(96)80006-2

PMID:21332586 (description, gene)
  AUTHORS   Kannu P, Bateman J, Savarirayan R
  TITLE     Clinical phenotypes associated with type II collagen mutations.
  JOURNAL   J Paediatr Child Health 48:E38-43 (2012)
DOI:10.1111/j.1440-1754.2010.01979.x

PMID:15643621 (description, gene)
  AUTHORS   Zankl A, Neumann L, Ignatius J, Nikkels P, Schrander-Stumpel C, Mortier G, Omran H, Wright M, Hilbert K, Bonafe L, Spranger J, Zabel B, Superti-Furga A
  TITLE     Dominant negative mutations in the C-propeptide of COL2A1 cause platyspondylic lethal skeletal dysplasia, torrance type, and define a novel subfamily within the type 2 collagenopathies.
  JOURNAL   Am J Med Genet A 133A:61-7 (2005)
DOI:10.1002/ajmg.a.30531",OMIM,200610,183900,184250,156550,271700,604864,108300,151210,132450,609162,,,,,,,,,,,,,,,,,,,,
H00978,"Thrombocytopenia (THC);
Familial platelet disorder with associated myeloid malignancy (FPDMM)","Thrombocytopenia is defined by a decrease in the number of platelets in circulating blood, resulting in the potential for increased bleeding and decreased ability for clotting. Inherited syndromes are relatively rare causes of thrombocytopenia, but some genes underlying these disorders have been elucidated. Some inherited syndromes predispose to the development of bone marrow failure or leukemia. For example, familial platelet disorder with associated myeloid malignancy (FPDMM) is characterized by qualitative and quantitative platelet defects, and propensity to develop acute myelogenous leukemia.",Hematologic disease,"(THC1) WASP [HSA:7454] [KO:K05747]
(THC2) ANKRD26 [HSA:22852]
(THC2) MASTL [HSA:84930] [KO:K16309]
(THC4) CYCS [HSA:54205] [KO:K08738]
(THC6) SRC [HSA:6714] [KO:K05704]
(X-linked) GATA1 [HSA:2623] [KO:K09182]
(FPDMM) RUNX1 [HSA:861] [KO:K08367]",,,,,,,"ICD-10: D69.4
OMIM: 313900 188000 612004 314050 601399 616937","PMID:21680804
  AUTHORS   Geddis AE
  TITLE     A POTEntial new gene for thrombocytopenia.
  JOURNAL   Blood 117:6406-8 (2011)
DOI:10.1182/blood-2011-04-348383

PMID:21606161
  AUTHORS   Liew E, Owen C
  TITLE     Familial myelodysplastic syndromes: a review of the literature.
  JOURNAL   Haematologica 96:1536-42 (2011)
DOI:10.3324/haematol.2011.043422

PMID:26936507 (gene)
  AUTHORS   Turro E, Greene D, Wijgaerts A, Thys C, Lentaigne C, Bariana TK, Westbury SK, Kelly AM, Selleslag D, Stephens JC, Papadia S, Simeoni I, Penkett CJ, Ashford S, Attwood A, Austin S, Bakchoul T, Collins P, Deevi SV, Favier R, Kostadima M, Lambert MP, Mathias M, Millar CM, Peerlinck K, Perry DJ, Schulman S, Whitehorn D, Wittevrongel C, De Maeyer M, Rendon A, Gomez K, Erber WN, Mumford AD, Nurden P, Stirrups K, Bradley JR, Raymond FL, Laffan MA, Van Geet C, Richardson S, Freson K, Ouwehand WH
  TITLE     A dominant gain-of-function mutation in universal tyrosine kinase SRC causes thrombocytopenia, myelofibrosis, bleeding, and bone pathologies.
  JOURNAL   Sci Transl Med 8:328ra30 (2016)
DOI:10.1126/scitranslmed.aad7666",OMIM,313900,188000,612004,314050,601399,616937,,,,,,,,,,,,,,,,,,,,,,,,
H00223,Inherited thrombophilia,Congenital thrombophilias are inherited disorders associated with an increased tendency to venous thromboembolism caused by mutation of genes affecting the anticoagulant pathways of blood coagulation.,Hematologic disease,"SERPINC1; antithrombin III [HSA:462] [KO:K03911]
PROC; protein C [HSA:5624] [KO:K01344]
PROS1; protein S [HSA:5627] [KO:K03908]
F2; coagulation factor II (thrombin) [HSA:2147] [KO:K01313]
F5; coagulation factor V (labile factor) [HSA:2153] [KO:K03902]
HRG; histidine-rich glycoprotein [HSA:3273]
PLG; plasminogen [HSA:5340] [KO:K01315]
SERPINE1; plasminogen activator inhibitor 1 [HSA:5054] [KO:K03982]
FGA; fibrinogen alpha chain [HSA:2243] [KO:K03903]
FGB; fibrinogen beta chain [HSA:2244] [KO:K03904]
FGG; fibrinogen gamma chain [HSA:2266] [KO:K03905]
SERPIND1; heparin cofactor II [HSA:3053] [KO:K03912]
THBD; thrombomodulin [HSA:7056] [KO:K03907]
F9; coagulation factor IX [HSA:2158] [KO:K01321]",,,,,"Warfarin [DG:DG00149]
Heparin [DG:DG00150]",,"ICD-10: D68.2
OMIM: 188050 188055 612336 107300 176860 188040 176860 612304 612356 300807 613116","PMID:18574041
  AUTHORS   Dahlback B
  TITLE     Advances in understanding pathogenic mechanisms of thrombophilic disorders.
  JOURNAL   Blood 112:19-27 (2008)
DOI:10.1182/blood-2008-01-077909

PMID:17024597
  AUTHORS   Simioni P, Tormene D, Spiezia L, Tognin G, Rossetto V, Radu C, Prandoni P
  TITLE     Inherited thrombophilia and venous thromboembolism.
  JOURNAL   Semin Thromb Hemost 32:700-8 (2006)
DOI:10.1055/s-2006-951298

PMID:16962914
  AUTHORS   Coppens M, Kaandorp SP, Middeldorp S
  TITLE     Inherited thrombophilias.
  JOURNAL   Obstet Gynecol Clin North Am 33:357-74 (2006)
DOI:10.1016/j.ogc.2006.05.011

PMID:15331254
  AUTHORS   Feero WG
  TITLE     Genetic thrombophilia.
  JOURNAL   Prim Care 31:685-709, xi (2004)
DOI:10.1016/j.pop.2004.04.014

PMID:12787534
  AUTHORS   Buchanan GS, Rodgers GM, Ware Branch D
  TITLE     The inherited thrombophilias: genetics, epidemiology, and laboratory evaluation.
  JOURNAL   Best Pract Res Clin Obstet Gynaecol 17:397-411 (2003)
DOI:10.1016/S1521-6934(03)00010-5

PMID:19846852
  AUTHORS   Simioni P, Tormene D, Tognin G, Gavasso S, Bulato C, Iacobelli NP, Finn JD, Spiezia L, Radu C, Arruda VR
  TITLE     X-linked thrombophilia with a mutant factor IX (factor IX Padua).
  JOURNAL   N Engl J Med 361:1671-5 (2009)
DOI:10.1056/NEJMoa0904377",OMIM,188050,188055,612336,107300,176860,188040,176860,612304,612356,300807,613116,,,,,,,,,,,,,,,,,,,
H00107,"Other well-defined immunodeficiency syndromes, including the following eight diseases:
Wiskott-Aldrich syndrome [DS:H01523];
DiGeorge syndrome [DS:H01524];
Hyper-IgE syndrome;
X-linked lymphoproliferative syndrome;
Lymphoproliferative syndrome, EBV-associated, autosomal, 1;
Immunodeficiency, Polyendocrinopathy, Enteropathy, X-linked Syndrome (IPEX);
Cartilage-Hair Hypoplasia;
Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED)","Wiskott-Aldrich syndrome (WAS) is an X-linked recessive disease and characterized by immune dysregulation and microthrombocytopenia. Several nonsense and missense mutations as well as deletions and insertions of the WAS gene have been identified in WAS patients. DiGeorge/velocardiofacial syndrome (DGS) is a congenital immune disorder characterized by lack of embryonic development or underdevelopment of the thymus and surrounding organs. The DGS is a member of a group of disorders that have in common a chromosome deletion involving 22q11.2 (the DiGeorge syndrome chromosome region, or DGCR). Hyper-IgE syndrome (HIES) is characterized by atopic dermatitis associated with extremely high serum IgE levels and susceptibility to infections with extracellular bacteria. Dominant-negative mutations in the signal transducer and activator of transcription 3 (STAT3) gene result in the classical multisystem form of HIES, whereas a null mutation in the tyrosine kinase 2 (TYK2) gene causes an autosomal recessive HIES associated with viral and mycobacterial infections. X-linked lymphoproliferative syndrome (XLP) is a rare primary immunodeficiency, with manifestations ranging from fatal infectious mononucleosis to B cell lymphomas and hypogammaglobulinemia. Mutations in the X-linked inhibitor of apoptosis (XIAP) as well as in a distinct gene, SLAM-associated protein (SAP/DSP1/SH2D1A) have been identified in patients with XLP. Recently, it has been shown that a homozygous mutation in the SH2 domain of the IL-2-inducible T-cell kinase (ITK) gene is associated with fatal Epstein Barr virus associated lymphoproliferation, with a clinical picture similar to that seen in XLP. Immune dysregulation, polyendocrinopathy, enteropathy and X-linked (IPEX) syndrome and autoimmune polyendocrinopathy, candidiasis, ectodermal dysplasia (APECED) are examples of dysregulated immunity resulting in a disturbed tolerance and multiple autoimmune phenomena. IPEX is caused by mutations in the FOXP3 gene, and APECED results from mutations in the autoimmune regulator (AIRE) gene. Cartilage hair hypoplasia (CHH) is due to either the homozygous or compound heterozygous mutations in the nuclear encoded, non-coding RNA gene RMRP.",Primary immunodeficiency,"WAS [HSA:7454] [KO:K05747]
TBX1 [HSA:6899] [KO:K10175]
STAT3 [HSA:6774] [KO:K04692]
TYK2 [HSA:7297] [KO:K11219]
SH2D1A [HSA:4068] [KO:K07990]
XIAP [HSA:331] [KO:K04725]
ITK [HSA:3702] [KO:K07363]
AIRE [HSA:326] [KO:K10603]
FOXP3 [HSA:50943] [KO:K10163]
RMRP [HSA:6023] [KO:K14576]",,,,,,,OMIM: 301000 188400 147060 243700 308240 300635 613011 304790 250250 240300 611521,"PMID:17162365 (gene)
  AUTHORS   Kumar A, Teuber SS, Gershwin ME.
  TITLE     Current perspectives on primary immunodeficiency diseases.
  JOURNAL   Clin Dev Immunol 13:223-59 (2006)
DOI:10.1080/17402520600800705

PMID:9737224 (gene)
  AUTHORS   Ten RM.
  TITLE     Primary immunodeficiencies.
  JOURNAL   Mayo Clin Proc 73:865-72 (1998)
DOI:10.4065/73.9.865

PMID:15096561 (description, gene)
  AUTHORS   Lim MS, Elenitoba-Johnson KS.
  TITLE     The molecular pathology of primary immunodeficiencies.
  JOURNAL   J Mol Diagn 6:59-83 (2004)
DOI:10.1016/S1525-1578(10)60493-X

PMID:19425169 (gene)
  AUTHORS   Huck K, Feyen O, Niehues T, Ruschendorf F, Hubner N, Laws HJ, Telieps T, Knapp S, Wacker HH, Meindl A, Jumaa H, Borkhardt A
  TITLE     Girls homozygous for an IL-2-inducible T cell kinase mutation that leads to protein deficiency develop fatal EBV-associated lymphoproliferation.
  JOURNAL   J Clin Invest 119:1350-8 (2009)
DOI:10.1172/JCI37901

PMID:21109689 (description, gene)
  AUTHORS   Stepensky P, Weintraub M, Yanir A, Revel-Vilk S, Krux F, Huck K, Linka RM, Shaag A, Elpeleg O, Borkhardt A, Resnick IB
  TITLE     IL-2-inducible T-cell kinase deficiency: clinical presentation and therapeutic approach.
  JOURNAL   Haematologica 96:472-6 (2011)
DOI:10.3324/haematol.2010.033910

PMID:18264745 (description, gene)
  AUTHORS   Moraes-Vasconcelos D, Costa-Carvalho BT, Torgerson TR, Ochs HD
  TITLE     Primary immune deficiency disorders presenting as autoimmune diseases: IPEX and APECED.
  JOURNAL   J Clin Immunol 28 Suppl 1:S11-9 (2008)
DOI:10.1007/s10875-008-9176-5

PMID:19717292 (description, gene)
  AUTHORS   Minegishi Y
  TITLE     Hyper-IgE syndrome.
  JOURNAL   Curr Opin Immunol 21:487-92 (2009)
DOI:10.1016/j.coi.2009.07.013

PMID:16838329 (description, gene)
  AUTHORS   Hermanns P, Tran A, Munivez E, Carter S, Zabel B, Lee B, Leroy JG
  TITLE     RMRP mutations in cartilage-hair hypoplasia.
  JOURNAL   Am J Med Genet A 140:2121-30 (2006)
DOI:10.1002/ajmg.a.31331

PMID:19595300 (description, gene)
  AUTHORS   Rumble JM, Oetjen KA, Stein PL, Schwartzberg PL, Moore BB, Duckett CS
  TITLE     Phenotypic differences between mice deficient in XIAP and SAP, two factors targeted in X-linked lymphoproliferative syndrome (XLP).
  JOURNAL   Cell Immunol 259:82-9 (2009)
DOI:10.1016/j.cellimm.2009.05.017

PMID:18424339 (gene)
  AUTHORS   Morra M, Geigenmuller U, Curran J, Rainville IR, Brennan T, Curtis J, Reichert V, Hovhannisyan H, Majzoub J, Miller DT.
  TITLE     Genetic diagnosis of primary immune deficiencies.
  JOURNAL   Immunol Allergy Clin North Am 28:387-412, x (2008)
DOI:10.1016/j.iac.2008.01.004

PMID:17952897 (gene)
  AUTHORS   Geha RS, Notarangelo LD, Casanova JL, Chapel H, Conley ME, Fischer A, Hammarstrom L, Nonoyama S, Ochs HD, Puck JM, Roifman C, Seger R, Wedgwood J.
  TITLE     Primary immunodeficiency diseases: an update from the International Union of Immunological Societies Primary Immunodeficiency Diseases Classification Committee.
  JOURNAL   J Allergy Clin Immunol 120:776-94 (2007)
DOI:10.1016/j.jaci.2007.08.053",OMIM,301000,188400,147060,243700,308240,300635,613011,304790,250250,240300,611521,,,,,,,,,,,,,,,,,,,
H00232,"Hereditary stomatocytosis (HSt), including:
Dehydrated hereditary stomatocytosis (DHS);
Overhydrated hereditary stomatocytosis (OHS);
Familial pseudohyperkalemia (FP);
Cryohydrocytosis (CHC)","Hereditary stomatocytosis describes a group of hemolytic anemias with mouth-shaped red blood cells which fail to transport monovalent cations, such as sodium and potassium.",Hematologic disease,"(OHS) RHAG [HSA:6005] [KO:K06580]
(DHS1) PIEZO1 [HSA:9780] [KO:K22128]
(DHS2) KCNN4 [HSA:3783] [KO:K04945]
(FP) ABCB6 [HSA:10058] [KO:K05661]
(CHC) SLC4A1 [HSA:6521] [KO:K06573]
(SDCHCN) SLC2A1 [HSA:6513] [KO:K07299]",,,,,,,"ICD-10: D58.8
OMIM: 185000 194380 616689 609153 185020 608885","PMID:19261491
  AUTHORS   Bruce LJ
  TITLE     Hereditary stomatocytosis and cation leaky red cells--recent developments.
  JOURNAL   Blood Cells Mol Dis 42:216-22 (2009)
DOI:10.1016/j.bcmd.2009.01.014

PMID:15071792
  AUTHORS   Delaunay J
  TITLE     The hereditary stomatocytoses: genetic disorders of the red cell membrane permeability to monovalent cations.
  JOURNAL   Semin Hematol 41:165-72 (2004)
DOI:10.1053/j.seminhematol.2004.02.005

PMID:10088641
  AUTHORS   Delaunay J, Stewart G, Iolascon A
  TITLE     Hereditary dehydrated and overhydrated stomatocytosis: recent advances.
  JOURNAL   Curr Opin Hematol 6:110-4 (1999)

PMID:27756835
  AUTHORS   Andolfo I, Russo R, Gambale A, Iolascon A
  TITLE     New insights on hereditary erythrocyte membrane defects.
  JOURNAL   Haematologica 101:1284-1294 (2016)
DOI:10.3324/haematol.2016.142463

PMID:21791420 (gene)
  AUTHORS   Flatt JF, Guizouarn H, Burton NM, Borgese F, Tomlinson RJ, Forsyth RJ, Baldwin SA, Levinson BE, Quittet P, Aguilar-Martinez P, Delaunay J, Stewart GW, Bruce LJ
  TITLE     Stomatin-deficient cryohydrocytosis results from mutations in SLC2A1: a novel form of GLUT1 deficiency syndrome.
  JOURNAL   Blood 118:5267-77 (2011)
DOI:10.1182/blood-2010-12-326645",OMIM,185000,194380,616689,609153,185020,608885,,,,,,,,,,,,,,,,,,,,,,,,
H00259,"Apparent mineralocorticoid excess syndrome;
11-beta-ketoreductase deficiency","Apparent mineralocorticoid excess (AME) syndrome is characterized by hypertension, low plasma renin and aldosterone and hypokalaemia caused by deficiency of 11b-hydroxysteroid dehydrogenase type 2 which is a microsomal enzyme complex responsible for the interconversion of cortisol and cortisone.",Endocrine disease; Metabolic disease,HSD11B2 [HSA:3291] [KO:K00071],,,,,Dexamethasone [DG:DG00011],,"ICD-10: E27.4 I15.2
OMIM: 218030 207765","PMID:16980198
  AUTHORS   Hammer F, Stewart PM
  TITLE     Cortisol metabolism in hypertension.
  JOURNAL   Best Pract Res Clin Endocrinol Metab 20:337-53 (2006)
DOI:10.1016/j.beem.2006.07.001

PMID:15761540
  AUTHORS   Palermo M, Quinkler M, Stewart PM
  TITLE     Apparent mineralocorticoid excess syndrome: an overview.
  JOURNAL   Arq Bras Endocrinol Metabol 48:687-96 (2004)
DOI:10.1590/S0004-27302004000500015",OMIM,218030,207765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00841,"Infantile progressive bulbar palsy, including:
Brown-Vialetto-Van Laere syndrome (BVVLS) [DS:H01903];
Fazio-Londe disease",Infantile progressive bulbar palsy is a rare neurological disorder that occurs in children. Infantile progressive bulbar palsy presents as following two forms. The Brown-Vialetto-Van Laere syndrome (BVVLS) is characterized by progressive pontobulbar palsy associated with sensorineural deafness. The same clinical presentation without deafness is also known as Fazio Londe disease. Both are caused by mutation in the RFT2 gene.,Neurodegenerative disease,RFT2 [HSA:113278] [KO:K14620],,,,,,See also H01903 Brown-Vialetto-Van Laere syndrome.,"ICD-10: G12.1 G12.2
OMIM: 211500 211530","PMID:12427524
  AUTHORS   Voudris KA, Skardoutsou A, Vagiakou EA
  TITLE     Infantile progressive bulbar palsy with deafness.
  JOURNAL   Brain Dev 24:732-5 (2002)
DOI:10.1016/S0387-7604(02)00085-2

PMID:21110228
  AUTHORS   Bosch AM, Abeling NG, Ijlst L, Knoester H, van der Pol WL, Stroomer AE, Wanders RJ, Visser G, Wijburg FA, Duran M, Waterham HR
  TITLE     Brown-Vialetto-Van Laere and Fazio Londe syndrome is associated with a riboflavin transporter defect mimicking mild MADD: a new inborn error of metabolism with potential treatment.
  JOURNAL   J Inherit Metab Dis 34:159-64 (2011)
DOI:10.1007/s10545-010-9242-z

PMID:18416855
  AUTHORS   Sathasivam S
  TITLE     Brown-Vialetto-Van Laere syndrome.
  JOURNAL   Orphanet J Rare Dis 3:9 (2008)
DOI:10.1186/1750-1172-3-9

PMID:16122634
  AUTHORS   Dipti S, Childs AM, Livingston JH, Aggarwal AK, Miller M, Williams C, Crow YJ
  TITLE     Brown-Vialetto-Van Laere syndrome; variability in age at onset and disease progression highlighting the phenotypic overlap with Fazio-Londe disease.
  JOURNAL   Brain Dev 27:443-6 (2005)
DOI:10.1016/j.braindev.2004.10.003",OMIM,211500,211530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
